2026-07-23 06:08:31 | INFO | trading.strategy2_signal_filter:check:664 | S2 skip: level re-entry block | {'symbol': 'ERAUSDT', 'level': 0.10452, 'seconds_since_activity': 1203.1}
2026-07-23 12:02:17 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'IDOLUSDT', 'level': 0.01517, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.16}
2026-07-23 12:02:17 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'BROCCOLIF3BUSDT', 'total_levels': 1}
2026-07-23 12:02:17 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'IDOLUSDT', 'level': 0.014915, 'strength': 5}
2026-07-23 12:02:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:02:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:03:01 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ERAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.63'}
2026-07-23 12:03:06 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'ERAUSDT', 'level': 0.09966, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-23 12:03:06 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ERAUSDT', 'level': 0.09922}
2026-07-23 12:03:06 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'ERAUSDT', 'resistance': 0.09966, 'from_support': 0.09922}
2026-07-23 12:03:06 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'ERAUSDT', 'level': 0.09966, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-23 12:03:17 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ERAUSDT', 'level': 0.09826, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.54}
2026-07-23 12:03:17 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ERAUSDT', 'health': 25, 'broken': 0, 'correction': '66%'}
2026-07-23 12:03:51 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: ESPORTSUSDT 300 | {}
2026-07-23 12:03:52 | INFO | trading.strategy2_live:_reconcile_one:1289 | S2Live reconcile: no position, no fills — closed | {'trade_id': '862f789f-4120-4703-85f7-9e69bfae0f89', 'symbol': 'ESPORTSUSDT'}
2026-07-23 12:04:27 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BANKUSDT'}
2026-07-23 12:04:28 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'BANKUSDT', 'old': 0.23932, 'new': 0.25245}
2026-07-23 12:04:28 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.23932}
2026-07-23 12:04:28 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BANKUSDT', 'level': 0.25245, 'close_below': 23}
2026-07-23 12:05:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'IDOLUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.42,dir_eff=0.32'}
2026-07-23 12:05:18 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'IDOLUSDT', 'level': 0.014915, 'distance_pct': 1.745718050065885}
2026-07-23 12:05:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'IDOLUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.42,dir_eff=0.32'}
2026-07-23 12:06:14 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:06:30 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:06:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'IDOLUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.42,dir_eff=0.35'}
2026-07-23 12:06:45 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:07:00 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:07:16 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:07:31 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:07:46 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:08:17 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:08:32 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:08:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:09:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:09:18 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:09:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:09:49 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:10:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:10:09 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ESPORTSUSDT'}
2026-07-23 12:10:19 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:10:35 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:10:50 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:10:55 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'IDOLUSDT', 'level': 0.015363675675675677, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-23 12:10:55 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'IDOLUSDT', 'level': 0.014915}
2026-07-23 12:10:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'IDOLUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.42,dir_eff=0.31'}
2026-07-23 12:10:55 | INFO | trading.strategy1_bounce:_try_open:118 | S1 trade opened | {'trade_id': 'fb8fc5e6-f5cc-4afb-b466-91438df0301c', 'symbol': 'IDOLUSDT', 'entry': 0.01504, 'sl': 0.014664, 'tp': 0.0153408}
2026-07-23 12:10:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'IDOLUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.42,dir_eff=0.31'}
2026-07-23 12:10:55 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'IDOLUSDT', 'resistance': 0.015363675675675677, 'from_support': 0.014915}
2026-07-23 12:10:55 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'IDOLUSDT', 'level': 0.015363675675675677, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-23 12:11:05 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:11:20 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:11:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:11:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:12:06 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:12:22 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:12:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:12:52 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:13:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:13:23 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:13:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:13:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:14:09 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:14:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:14:39 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:14:55 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:15:10 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:15:25 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:15:41 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:15:56 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:16:11 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:16:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:16:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:16:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:17:13 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:17:28 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:17:43 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:17:58 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:18:14 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:18:29 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:18:44 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:19:00 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:19:15 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:19:17 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'OUSDT', 'level': 0.5857, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.81}
2026-07-23 12:19:17 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'OUSDT', 'health': 40, 'broken': 0, 'correction': '75%'}
2026-07-23 12:19:30 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:19:46 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:20:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:20:16 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:20:32 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:20:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:21:02 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:21:17 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:21:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:21:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:22:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:22:17 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.00199955, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.09}
2026-07-23 12:22:18 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.0018945, 'strength': 5}
2026-07-23 12:22:19 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:22:34 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:22:49 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:23:05 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:23:20 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:23:35 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:23:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:24:06 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:24:21 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:24:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:24:52 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'RIFUSDT'}
2026-07-23 12:24:52 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'RIFUSDT', 'old': 0.076081, 'new': 0.076215}
2026-07-23 12:24:52 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'RIFUSDT', 'level': 0.076081}
2026-07-23 12:24:52 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:24:52 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'RIFUSDT', 'level': 0.076215, 'strength': 3}
2026-07-23 12:25:07 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:25:22 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:25:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:25:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:26:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 13, 'block_threshold': 4}
2026-07-23 12:26:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:26:39 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:26:54 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:27:10 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:27:25 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:27:40 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:27:55 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:28:11 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:28:26 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:28:36 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-23 12:28:41 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:28:57 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:29:12 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
2026-07-23 12:29:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.15955, 'approach_count': 12, 'block_threshold': 4}
