2026-07-25 06:08:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'VELVETUSDT', 'level': 0.4496, 'approach_count': 9, 'block_threshold': 4}
2026-07-25 15:05:29 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.13879, 'approach_count': 10, 'block_threshold': 4}
2026-07-25 15:05:44 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.13879, 'approach_count': 10, 'block_threshold': 4}
2026-07-25 15:06:00 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.13879, 'approach_count': 12, 'block_threshold': 4}
2026-07-25 15:06:05 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.003326324409448819, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 15:06:05 | INFO | trading.strategy1_bounce:_try_open:118 | S1 trade opened | {'trade_id': 'de6dc3fb-30d3-4b3f-a324-d73926f733c8', 'symbol': 'AKEUSDT', 'entry': 0.0032825, 'sl': 0.00320044, 'tp': 0.00334815}
2026-07-25 15:06:05 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.003326324409448819, 'from_support': 0.00319728}
2026-07-25 15:06:05 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.003326324409448819, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 15:06:15 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.13879, 'approach_count': 12, 'block_threshold': 4}
2026-07-25 15:06:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.06'}
2026-07-25 15:06:20 | INFO | trading.strategy2_signal_filter:check:770 | S2 skip: body_level in active fall (H6) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'current_price': 0.0032469, 'drop_pct': -4.9, 'vol_spike': 3.52, 'drop_thresh': -1.2, 'spike_thresh': 1.5}
2026-07-25 15:06:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.06'}
2026-07-25 15:06:20 | INFO | trading.strategy2_signal_filter:check:770 | S2 skip: body_level in active fall (H6) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'current_price': 0.0032469, 'drop_pct': -4.9, 'vol_spike': 3.52, 'drop_thresh': -1.2, 'spike_thresh': 1.5}
2026-07-25 15:06:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.06'}
2026-07-25 15:06:25 | INFO | trading.strategy2_signal_filter:check:770 | S2 skip: body_level in active fall (H6) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'current_price': 0.0032469, 'drop_pct': -4.9, 'vol_spike': 3.52, 'drop_thresh': -1.2, 'spike_thresh': 1.5}
2026-07-25 15:06:31 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.13879, 'approach_count': 10, 'block_threshold': 4}
2026-07-25 15:06:31 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.06'}
2026-07-25 15:06:31 | INFO | trading.strategy2_signal_filter:check:770 | S2 skip: body_level in active fall (H6) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'current_price': 0.0032469, 'drop_pct': -4.9, 'vol_spike': 3.52, 'drop_thresh': -1.2, 'spike_thresh': 1.5}
2026-07-25 15:06:36 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'ONUSDT', 'level': 0.14035, 'level_type': 'pump_base', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 15:06:36 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ONUSDT', 'level': 0.13879}
2026-07-25 15:06:36 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.04'}
2026-07-25 15:06:36 | INFO | trading.strategy2_signal_filter:check:770 | S2 skip: body_level in active fall (H6) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'current_price': 0.0032248, 'drop_pct': -5.55, 'vol_spike': 3.63, 'drop_thresh': -1.2, 'spike_thresh': 1.5}
2026-07-25 15:06:36 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'ONUSDT', 'resistance': 0.14035, 'from_support': 0.13879}
2026-07-25 15:06:36 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'ONUSDT', 'level': 0.14035, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 15:06:38 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 15:06:56 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ONUSDT', 'level': 0.13483, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.7}
2026-07-25 15:06:56 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ONUSDT', 'level': 0.13483, 'strength': 5}
2026-07-25 15:07:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:07:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:07:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:07:48 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'ESPORTSUSDT', 'level': 0.04865, 'level_type': 'mid_impulse_pause', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 15:07:48 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'ESPORTSUSDT', 'resistance': 0.04865, 'from_support': 0.04692}
2026-07-25 15:07:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.04'}
2026-07-25 15:07:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'ESPORTSUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:07:48 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'ESPORTSUSDT', 'level': 0.04692, 'distance_pct': 1.6970458830923911}
2026-07-25 15:07:48 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'ESPORTSUSDT', 'level': 0.04865, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 15:08:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.04'}
2026-07-25 15:08:14 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:08:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:08:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:08:24 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:08:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:08:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:09:05 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.04'}
2026-07-25 15:09:52 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.07'}
2026-07-25 15:10:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.07'}
2026-07-25 15:10:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BANKUSDT', 'phase': 'unknown', 'note': 'unknown:range=16.2%,dir_eff=0.08'}
2026-07-25 15:10:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.06'}
2026-07-25 15:10:23 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BANKUSDT', 'level': 0.33471, 'distance_pct': 1.9193576745003809}
2026-07-25 15:10:23 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:10:23 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6}
2026-07-25 15:10:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:10:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:10:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.05'}
2026-07-25 15:10:54 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:11:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.07'}
2026-07-25 15:11:09 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:11:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.04'}
2026-07-25 15:11:25 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:11:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.04'}
2026-07-25 15:11:40 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:11:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.02'}
2026-07-25 15:11:55 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:12:11 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.02'}
2026-07-25 15:12:26 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ZAMAUSDT', 'level': 0.05025, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.59}
2026-07-25 15:12:26 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ZAMAUSDT', 'health': 40, 'broken': 0, 'correction': '104%'}
2026-07-25 15:12:26 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.01'}
2026-07-25 15:12:42 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.02'}
2026-07-25 15:12:56 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'DEXEUSDT', 'level': 4.307, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.22}
2026-07-25 15:12:57 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'DEXEUSDT', 'level': 4.1, 'strength': 5}
2026-07-25 15:12:57 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'unknown', 'note': 'unknown:range=10.4%,dir_eff=0.02'}
2026-07-25 15:13:13 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:13:13 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4}
2026-07-25 15:13:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:13:44 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:13:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:14:15 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:14:30 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:14:45 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:15:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:15:11 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'GWEIUSDT'}
2026-07-25 15:15:11 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'GWEIUSDT', 'health': 40, 'broken': 0, 'correction': '93%'}
2026-07-25 15:15:16 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:15:22 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'BANKUSDT', 'level': 0.3457615909090909, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 15:15:22 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:15:22 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'BANKUSDT', 'resistance': 0.3457615909090909, 'from_support': 0.33471}
2026-07-25 15:15:22 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'BANKUSDT', 'level': 0.3457615909090909, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 15:15:32 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:15:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:15:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:15:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:16:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:16:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:16:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:16:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:16:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:16:39 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 5, 'block_threshold': 4}
2026-07-25 15:16:41 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 4, 'new': 0}
2026-07-25 15:16:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=1.00'}
2026-07-25 15:16:59 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'DEXEUSDT', 'level': 4.1, 'current': 4.727, 'distance_pct': 13.3}
2026-07-25 15:16:59 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'DEXEUSDT', 'level': 4.1}
2026-07-25 15:16:59 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'DEXEUSDT', 'total_levels': 1}
2026-07-25 15:17:00 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'AKEUSDT'}
2026-07-25 15:17:20 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:17:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:17:41 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:17:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:17:56 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:18:07 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.00319728, 'approach_count': 4, 'block_threshold': 4}
2026-07-25 15:18:12 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 15:18:22 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.0032903529126213594, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-25 15:18:22 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.00319728}
2026-07-25 15:18:22 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.0032903529126213594, 'from_support': 0.00319728}
2026-07-25 15:18:22 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.0032903529126213594, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-25 15:18:27 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 8, 'block_threshold': 4}
2026-07-25 15:18:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:19:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:19:34 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:19:50 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:20:05 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:20:21 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:20:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:20:52 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:20:56 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'RIFUSDT', 'level': 0.09103, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.25}
2026-07-25 15:20:56 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'RIFUSDT', 'health': 40, 'broken': 0, 'correction': '140%'}
2026-07-25 15:21:07 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 7, 'block_threshold': 4}
2026-07-25 15:21:22 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:21:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:21:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:22:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:22:40 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:22:55 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:23:11 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:23:26 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:23:42 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BANKUSDT', 'level': 0.33471, 'approach_count': 6, 'block_threshold': 4}
2026-07-25 15:23:52 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ONUSDT', 'level': 0.13483, 'approach_count': 4, 'block_threshold': 4}
